2023-04-12 07:53:44 status unpacked libicu-dev:amd64 63.1-6+deb10u3
2023-04-12 07:53:44 install libxml2-dev:amd64 <none> 2.9.4+dfsg1-7+deb10u5
2023-04-12 07:53:44 status half-installed libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u5
2023-04-12 07:53:44 status unpacked libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u5
2023-04-12 07:53:44 install libxt6:amd64 <none> 1:1.1.5-1+b3
2023-04-12 07:53:44 status half-installed libxt6:amd64 1:1.1.5-1+b3
2023-04-12 07:53:44 status unpacked libxt6:amd64 1:1.1.5-1+b3
2023-04-12 07:53:44 install libxt-dev:amd64 <none> 1:1.1.5-1+b3
2023-04-12 07:53:44 status half-installed libxt-dev:amd64 1:1.1.5-1+b3
2023-04-12 07:53:44 status unpacked libxt-dev:amd64 1:1.1.5-1+b3
2023-04-12 07:53:44 install libmagickcore-6.q16-dev:amd64 <none> 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status half-installed libmagickcore-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status unpacked libmagickcore-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 install libmagickcore-dev:all <none> 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status half-installed libmagickcore-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status unpacked libmagickcore-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 install libmagickwand-6-headers:all <none> 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status half-installed libmagickwand-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status unpacked libmagickwand-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 install libmagickwand-6.q16-dev:amd64 <none> 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status half-installed libmagickwand-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status unpacked libmagickwand-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 install libmagickwand-dev:all <none> 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status half-installed libmagickwand-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 status unpacked libmagickwand-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:44 install bzip2:amd64 <none> 1.0.6-9.2~deb10u2
2023-04-12 07:53:44 status half-installed bzip2:amd64 1.0.6-9.2~deb10u2
2023-04-12 07:53:44 status unpacked bzip2:amd64 1.0.6-9.2~deb10u2
2023-04-12 07:53:44 install libmagic-mgc:amd64 <none> 1:5.35-4+deb10u2
2023-04-12 07:53:44 status half-installed libmagic-mgc:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:44 status unpacked libmagic-mgc:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:45 install libmagic1:amd64 <none> 1:5.35-4+deb10u2
2023-04-12 07:53:45 status half-installed libmagic1:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:45 status unpacked libmagic1:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:45 install file:amd64 <none> 1:5.35-4+deb10u2
2023-04-12 07:53:45 status half-installed file:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:45 status unpacked file:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:45 install libgnutls-openssl27:amd64 <none> 3.6.7-4+deb10u10
2023-04-12 07:53:45 status half-installed libgnutls-openssl27:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:45 status unpacked libgnutls-openssl27:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:45 install libgssrpc4:amd64 <none> 1.17-3+deb10u5
2023-04-12 07:53:45 status half-installed libgssrpc4:amd64 1.17-3+deb10u5
2023-04-12 07:53:45 status unpacked libgssrpc4:amd64 1.17-3+deb10u5
2023-04-12 07:53:45 install libkadm5clnt-mit11:amd64 <none> 1.17-3+deb10u5
2023-04-12 07:53:45 status half-installed libkadm5clnt-mit11:amd64 1.17-3+deb10u5
2023-04-12 07:53:45 status unpacked libkadm5clnt-mit11:amd64 1.17-3+deb10u5
2023-04-12 07:53:45 install libkdb5-9:amd64 <none> 1.17-3+deb10u5
2023-04-12 07:53:45 status half-installed libkdb5-9:amd64 1.17-3+deb10u5
2023-04-12 07:53:45 status unpacked libkdb5-9:amd64 1.17-3+deb10u5
2023-04-12 07:53:45 install libkadm5srv-mit11:amd64 <none> 1.17-3+deb10u5
2023-04-12 07:53:45 status half-installed libkadm5srv-mit11:amd64 1.17-3+deb10u5
2023-04-12 07:53:45 status unpacked libkadm5srv-mit11:amd64 1.17-3+deb10u5
2023-04-12 07:53:45 install xz-utils:amd64 <none> 5.2.4-1+deb10u1
2023-04-12 07:53:45 status half-installed xz-utils:amd64 5.2.4-1+deb10u1
2023-04-12 07:53:45 status unpacked xz-utils:amd64 5.2.4-1+deb10u1
2023-04-12 07:53:45 install binutils-common:amd64 <none> 2.31.1-16
2023-04-12 07:53:45 status half-installed binutils-common:amd64 2.31.1-16
2023-04-12 07:53:45 status unpacked binutils-common:amd64 2.31.1-16
2023-04-12 07:53:45 install libbinutils:amd64 <none> 2.31.1-16
2023-04-12 07:53:45 status half-installed libbinutils:amd64 2.31.1-16
2023-04-12 07:53:45 status unpacked libbinutils:amd64 2.31.1-16
2023-04-12 07:53:45 install binutils-x86-64-linux-gnu:amd64 <none> 2.31.1-16
2023-04-12 07:53:45 status half-installed binutils-x86-64-linux-gnu:amd64 2.31.1-16
2023-04-12 07:53:45 status unpacked binutils-x86-64-linux-gnu:amd64 2.31.1-16
2023-04-12 07:53:45 install binutils:amd64 <none> 2.31.1-16
2023-04-12 07:53:45 status half-installed binutils:amd64 2.31.1-16
2023-04-12 07:53:45 status unpacked binutils:amd64 2.31.1-16
2023-04-12 07:53:45 install comerr-dev:amd64 <none> 2.1-1.44.5-1+deb10u3
2023-04-12 07:53:45 status half-installed comerr-dev:amd64 2.1-1.44.5-1+deb10u3
2023-04-12 07:53:45 status unpacked comerr-dev:amd64 2.1-1.44.5-1+deb10u3
2023-04-12 07:53:45 install libisl19:amd64 <none> 0.20-2
2023-04-12 07:53:45 status half-installed libisl19:amd64 0.20-2
2023-04-12 07:53:46 status unpacked libisl19:amd64 0.20-2
2023-04-12 07:53:46 install libmpfr6:amd64 <none> 4.0.2-1
2023-04-12 07:53:46 status half-installed libmpfr6:amd64 4.0.2-1
2023-04-12 07:53:46 status unpacked libmpfr6:amd64 4.0.2-1
2023-04-12 07:53:46 install libmpc3:amd64 <none> 1.1.0-1
2023-04-12 07:53:46 status half-installed libmpc3:amd64 1.1.0-1
2023-04-12 07:53:46 status unpacked libmpc3:amd64 1.1.0-1
2023-04-12 07:53:46 install cpp-8:amd64 <none> 8.3.0-6
2023-04-12 07:53:46 status half-installed cpp-8:amd64 8.3.0-6
2023-04-12 07:53:46 status unpacked cpp-8:amd64 8.3.0-6
2023-04-12 07:53:46 install cpp:amd64 <none> 4:8.3.0-1
2023-04-12 07:53:46 status half-installed cpp:amd64 4:8.3.0-1
2023-04-12 07:53:46 status unpacked cpp:amd64 4:8.3.0-1
2023-04-12 07:53:46 install mysql-common:all <none> 5.8+1.0.5
2023-04-12 07:53:46 status half-installed mysql-common:all 5.8+1.0.5
2023-04-12 07:53:46 status unpacked mysql-common:all 5.8+1.0.5
2023-04-12 07:53:46 install mariadb-common:all <none> 1:10.3.38-0+deb10u1
2023-04-12 07:53:46 status half-installed mariadb-common:all 1:10.3.38-0+deb10u1
2023-04-12 07:53:46 status unpacked mariadb-common:all 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 install libmariadb3:amd64 <none> 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 status half-installed libmariadb3:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 status unpacked libmariadb3:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 install libevent-2.1-6:amd64 <none> 2.1.8-stable-4
2023-04-12 07:53:47 status half-installed libevent-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:47 status unpacked libevent-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:47 install libunbound8:amd64 <none> 1.9.0-2+deb10u3
2023-04-12 07:53:47 status half-installed libunbound8:amd64 1.9.0-2+deb10u3
2023-04-12 07:53:47 status unpacked libunbound8:amd64 1.9.0-2+deb10u3
2023-04-12 07:53:47 install libgnutls-dane0:amd64 <none> 3.6.7-4+deb10u10
2023-04-12 07:53:47 status half-installed libgnutls-dane0:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:47 status unpacked libgnutls-dane0:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:47 install libgnutlsxx28:amd64 <none> 3.6.7-4+deb10u10
2023-04-12 07:53:47 status half-installed libgnutlsxx28:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:47 status unpacked libgnutlsxx28:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:47 install libidn2-dev:amd64 <none> 2.0.5-1+deb10u1
2023-04-12 07:53:47 status half-installed libidn2-dev:amd64 2.0.5-1+deb10u1
2023-04-12 07:53:47 status unpacked libidn2-dev:amd64 2.0.5-1+deb10u1
2023-04-12 07:53:47 install libp11-kit-dev:amd64 <none> 0.23.15-2+deb10u1
2023-04-12 07:53:47 status half-installed libp11-kit-dev:amd64 0.23.15-2+deb10u1
2023-04-12 07:53:47 status unpacked libp11-kit-dev:amd64 0.23.15-2+deb10u1
2023-04-12 07:53:47 install libtasn1-6-dev:amd64 <none> 4.13-3+deb10u1
2023-04-12 07:53:47 status half-installed libtasn1-6-dev:amd64 4.13-3+deb10u1
2023-04-12 07:53:47 status unpacked libtasn1-6-dev:amd64 4.13-3+deb10u1
2023-04-12 07:53:47 install libgmpxx4ldbl:amd64 <none> 2:6.1.2+dfsg-4+deb10u1
2023-04-12 07:53:47 status half-installed libgmpxx4ldbl:amd64 2:6.1.2+dfsg-4+deb10u1
2023-04-12 07:53:47 status unpacked libgmpxx4ldbl:amd64 2:6.1.2+dfsg-4+deb10u1
2023-04-12 07:53:47 install libgmp-dev:amd64 <none> 2:6.1.2+dfsg-4+deb10u1
2023-04-12 07:53:47 status half-installed libgmp-dev:amd64 2:6.1.2+dfsg-4+deb10u1
2023-04-12 07:53:47 status unpacked libgmp-dev:amd64 2:6.1.2+dfsg-4+deb10u1
2023-04-12 07:53:47 install nettle-dev:amd64 <none> 3.4.1-1+deb10u1
2023-04-12 07:53:47 status half-installed nettle-dev:amd64 3.4.1-1+deb10u1
2023-04-12 07:53:47 status unpacked nettle-dev:amd64 3.4.1-1+deb10u1
2023-04-12 07:53:47 install libgnutls28-dev:amd64 <none> 3.6.7-4+deb10u10
2023-04-12 07:53:47 status half-installed libgnutls28-dev:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:47 status unpacked libgnutls28-dev:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:47 install libmariadb-dev:amd64 <none> 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 status half-installed libmariadb-dev:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 status unpacked libmariadb-dev:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 install libmariadb-dev-compat:amd64 <none> 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 status half-installed libmariadb-dev-compat:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 status unpacked libmariadb-dev-compat:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:47 install default-libmysqlclient-dev:amd64 <none> 1.0.5
2023-04-12 07:53:47 status half-installed default-libmysqlclient-dev:amd64 1.0.5
2023-04-12 07:53:47 status unpacked default-libmysqlclient-dev:amd64 1.0.5
2023-04-12 07:53:47 install patch:amd64 <none> 2.7.6-3+deb10u1
2023-04-12 07:53:47 status half-installed patch:amd64 2.7.6-3+deb10u1
2023-04-12 07:53:47 status unpacked patch:amd64 2.7.6-3+deb10u1
2023-04-12 07:53:47 install make:amd64 <none> 4.2.1-1.2
2023-04-12 07:53:47 status half-installed make:amd64 4.2.1-1.2
2023-04-12 07:53:47 status unpacked make:amd64 4.2.1-1.2
2023-04-12 07:53:47 install dpkg-dev:all <none> 1.19.8
2023-04-12 07:53:47 status half-installed dpkg-dev:all 1.19.8
2023-04-12 07:53:48 status unpacked dpkg-dev:all 1.19.8
2023-04-12 07:53:48 install libcc1-0:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed libcc1-0:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked libcc1-0:amd64 8.3.0-6
2023-04-12 07:53:48 install libitm1:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed libitm1:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked libitm1:amd64 8.3.0-6
2023-04-12 07:53:48 install libatomic1:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed libatomic1:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked libatomic1:amd64 8.3.0-6
2023-04-12 07:53:48 install libasan5:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed libasan5:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked libasan5:amd64 8.3.0-6
2023-04-12 07:53:48 install liblsan0:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed liblsan0:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked liblsan0:amd64 8.3.0-6
2023-04-12 07:53:48 install libtsan0:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed libtsan0:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked libtsan0:amd64 8.3.0-6
2023-04-12 07:53:48 install libubsan1:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed libubsan1:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked libubsan1:amd64 8.3.0-6
2023-04-12 07:53:48 install libmpx2:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed libmpx2:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked libmpx2:amd64 8.3.0-6
2023-04-12 07:53:48 install libquadmath0:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed libquadmath0:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked libquadmath0:amd64 8.3.0-6
2023-04-12 07:53:48 install libgcc-8-dev:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed libgcc-8-dev:amd64 8.3.0-6
2023-04-12 07:53:48 status unpacked libgcc-8-dev:amd64 8.3.0-6
2023-04-12 07:53:48 install gcc-8:amd64 <none> 8.3.0-6
2023-04-12 07:53:48 status half-installed gcc-8:amd64 8.3.0-6
2023-04-12 07:53:49 status unpacked gcc-8:amd64 8.3.0-6
2023-04-12 07:53:49 install gcc:amd64 <none> 4:8.3.0-1
2023-04-12 07:53:49 status half-installed gcc:amd64 4:8.3.0-1
2023-04-12 07:53:49 status unpacked gcc:amd64 4:8.3.0-1
2023-04-12 07:53:49 install libstdc++-8-dev:amd64 <none> 8.3.0-6
2023-04-12 07:53:49 status half-installed libstdc++-8-dev:amd64 8.3.0-6
2023-04-12 07:53:49 status unpacked libstdc++-8-dev:amd64 8.3.0-6
2023-04-12 07:53:49 install g++-8:amd64 <none> 8.3.0-6
2023-04-12 07:53:49 status half-installed g++-8:amd64 8.3.0-6
2023-04-12 07:53:50 status unpacked g++-8:amd64 8.3.0-6
2023-04-12 07:53:50 install g++:amd64 <none> 4:8.3.0-1
2023-04-12 07:53:50 status half-installed g++:amd64 4:8.3.0-1
2023-04-12 07:53:50 status unpacked g++:amd64 4:8.3.0-1
2023-04-12 07:53:50 install hicolor-icon-theme:all <none> 0.17-2
2023-04-12 07:53:50 status half-installed hicolor-icon-theme:all 0.17-2
2023-04-12 07:53:50 status unpacked hicolor-icon-theme:all 0.17-2
2023-04-12 07:53:50 install imagemagick-6.q16:amd64 <none> 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:50 status half-installed imagemagick-6.q16:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:50 status triggers-pending mime-support:all 3.62
2023-04-12 07:53:50 status unpacked imagemagick-6.q16:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:50 install imagemagick:amd64 <none> 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:50 status half-installed imagemagick:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:50 status unpacked imagemagick:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:50 install krb5-multidev:amd64 <none> 1.17-3+deb10u5
2023-04-12 07:53:50 status half-installed krb5-multidev:amd64 1.17-3+deb10u5
2023-04-12 07:53:50 status unpacked krb5-multidev:amd64 1.17-3+deb10u5
2023-04-12 07:53:50 install libcurl4-openssl-dev:amd64 <none> 7.64.0-4+deb10u5
2023-04-12 07:53:50 status half-installed libcurl4-openssl-dev:amd64 7.64.0-4+deb10u5
2023-04-12 07:53:50 status unpacked libcurl4-openssl-dev:amd64 7.64.0-4+deb10u5
2023-04-12 07:53:50 install libdb5.3-dev:amd64 <none> 5.3.28+dfsg1-0.5
2023-04-12 07:53:50 status half-installed libdb5.3-dev:amd64 5.3.28+dfsg1-0.5
2023-04-12 07:53:51 status unpacked libdb5.3-dev:amd64 5.3.28+dfsg1-0.5
2023-04-12 07:53:51 install libdb-dev:amd64 <none> 5.3.1+nmu1
2023-04-12 07:53:51 status half-installed libdb-dev:amd64 5.3.1+nmu1
2023-04-12 07:53:51 status unpacked libdb-dev:amd64 5.3.1+nmu1
2023-04-12 07:53:51 install libevent-core-2.1-6:amd64 <none> 2.1.8-stable-4
2023-04-12 07:53:51 status half-installed libevent-core-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:51 status unpacked libevent-core-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:51 install libevent-extra-2.1-6:amd64 <none> 2.1.8-stable-4
2023-04-12 07:53:51 status half-installed libevent-extra-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:51 status unpacked libevent-extra-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:51 install libevent-pthreads-2.1-6:amd64 <none> 2.1.8-stable-4
2023-04-12 07:53:51 status half-installed libevent-pthreads-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:51 status unpacked libevent-pthreads-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:51 install libevent-openssl-2.1-6:amd64 <none> 2.1.8-stable-4
2023-04-12 07:53:51 status half-installed libevent-openssl-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:51 status unpacked libevent-openssl-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:51 install libevent-dev:amd64 <none> 2.1.8-stable-4
2023-04-12 07:53:51 status half-installed libevent-dev:amd64 2.1.8-stable-4
2023-04-12 07:53:51 status unpacked libevent-dev:amd64 2.1.8-stable-4
2023-04-12 07:53:51 install libgdbm-dev:amd64 <none> 1.18.1-4
2023-04-12 07:53:51 status half-installed libgdbm-dev:amd64 1.18.1-4
2023-04-12 07:53:51 status unpacked libgdbm-dev:amd64 1.18.1-4
2023-04-12 07:53:51 install libmaxminddb0:amd64 <none> 1.3.2-1+deb10u1
2023-04-12 07:53:51 status half-installed libmaxminddb0:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:51 status unpacked libmaxminddb0:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:51 install libmaxminddb-dev:amd64 <none> 1.3.2-1+deb10u1
2023-04-12 07:53:51 status half-installed libmaxminddb-dev:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:51 status unpacked libmaxminddb-dev:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:51 install libncurses-dev:amd64 <none> 6.1+20181013-2+deb10u3
2023-04-12 07:53:51 status half-installed libncurses-dev:amd64 6.1+20181013-2+deb10u3
2023-04-12 07:53:51 status unpacked libncurses-dev:amd64 6.1+20181013-2+deb10u3
2023-04-12 07:53:51 install libncurses5-dev:amd64 <none> 6.1+20181013-2+deb10u3
2023-04-12 07:53:51 status half-installed libncurses5-dev:amd64 6.1+20181013-2+deb10u3
2023-04-12 07:53:51 status unpacked libncurses5-dev:amd64 6.1+20181013-2+deb10u3
2023-04-12 07:53:51 install libncursesw5-dev:amd64 <none> 6.1+20181013-2+deb10u3
2023-04-12 07:53:51 status half-installed libncursesw5-dev:amd64 6.1+20181013-2+deb10u3
2023-04-12 07:53:51 status unpacked libncursesw5-dev:amd64 6.1+20181013-2+deb10u3
2023-04-12 07:53:51 install libpq5:amd64 <none> 11.19-0+deb10u1
2023-04-12 07:53:51 status half-installed libpq5:amd64 11.19-0+deb10u1
2023-04-12 07:53:51 status unpacked libpq5:amd64 11.19-0+deb10u1
2023-04-12 07:53:51 install libpq-dev:amd64 <none> 11.19-0+deb10u1
2023-04-12 07:53:51 status half-installed libpq-dev:amd64 11.19-0+deb10u1
2023-04-12 07:53:51 status unpacked libpq-dev:amd64 11.19-0+deb10u1
2023-04-12 07:53:51 install libreadline-dev:amd64 <none> 7.0-5
2023-04-12 07:53:51 status half-installed libreadline-dev:amd64 7.0-5
2023-04-12 07:53:51 status unpacked libreadline-dev:amd64 7.0-5
2023-04-12 07:53:51 install libsqlite3-dev:amd64 <none> 3.27.2-3+deb10u2
2023-04-12 07:53:51 status half-installed libsqlite3-dev:amd64 3.27.2-3+deb10u2
2023-04-12 07:53:51 status unpacked libsqlite3-dev:amd64 3.27.2-3+deb10u2
2023-04-12 07:53:51 install libssl-dev:amd64 <none> 1.1.1n-0+deb10u4
2023-04-12 07:53:51 status half-installed libssl-dev:amd64 1.1.1n-0+deb10u4
2023-04-12 07:53:51 status unpacked libssl-dev:amd64 1.1.1n-0+deb10u4
2023-04-12 07:53:51 install libtool:all <none> 2.4.6-9
2023-04-12 07:53:51 status half-installed libtool:all 2.4.6-9
2023-04-12 07:53:51 status unpacked libtool:all 2.4.6-9
2023-04-12 07:53:51 install libwebpdemux2:amd64 <none> 0.6.1-2+deb10u1
2023-04-12 07:53:51 status half-installed libwebpdemux2:amd64 0.6.1-2+deb10u1
2023-04-12 07:53:51 status unpacked libwebpdemux2:amd64 0.6.1-2+deb10u1
2023-04-12 07:53:52 install libwebp-dev:amd64 <none> 0.6.1-2+deb10u1
2023-04-12 07:53:52 status half-installed libwebp-dev:amd64 0.6.1-2+deb10u1
2023-04-12 07:53:52 status unpacked libwebp-dev:amd64 0.6.1-2+deb10u1
2023-04-12 07:53:52 install libxslt1.1:amd64 <none> 1.1.32-2.2~deb10u2
2023-04-12 07:53:52 status half-installed libxslt1.1:amd64 1.1.32-2.2~deb10u2
2023-04-12 07:53:52 status unpacked libxslt1.1:amd64 1.1.32-2.2~deb10u2
2023-04-12 07:53:52 install libxslt1-dev:amd64 <none> 1.1.32-2.2~deb10u2
2023-04-12 07:53:52 status half-installed libxslt1-dev:amd64 1.1.32-2.2~deb10u2
2023-04-12 07:53:52 status unpacked libxslt1-dev:amd64 1.1.32-2.2~deb10u2
2023-04-12 07:53:52 install libyaml-0-2:amd64 <none> 0.2.1-1
2023-04-12 07:53:52 status half-installed libyaml-0-2:amd64 0.2.1-1
2023-04-12 07:53:52 status unpacked libyaml-0-2:amd64 0.2.1-1
2023-04-12 07:53:52 install libyaml-dev:amd64 <none> 0.2.1-1
2023-04-12 07:53:52 status half-installed libyaml-dev:amd64 0.2.1-1
2023-04-12 07:53:52 status unpacked libyaml-dev:amd64 0.2.1-1
2023-04-12 07:53:52 install unzip:amd64 <none> 6.0-23+deb10u3
2023-04-12 07:53:52 status half-installed unzip:amd64 6.0-23+deb10u3
2023-04-12 07:53:52 status unpacked unzip:amd64 6.0-23+deb10u3
2023-04-12 07:53:52 install libkrb5-dev:amd64 <none> 1.17-3+deb10u5
2023-04-12 07:53:52 status half-installed libkrb5-dev:amd64 1.17-3+deb10u5
2023-04-12 07:53:52 status unpacked libkrb5-dev:amd64 1.17-3+deb10u5
2023-04-12 07:53:52 startup packages configure
2023-04-12 07:53:52 configure libpcrecpp0v5:amd64 2:8.39-12 <none>
2023-04-12 07:53:52 status unpacked libpcrecpp0v5:amd64 2:8.39-12
2023-04-12 07:53:52 status half-configured libpcrecpp0v5:amd64 2:8.39-12
2023-04-12 07:53:52 status installed libpcrecpp0v5:amd64 2:8.39-12
2023-04-12 07:53:52 configure libgraphite2-3:amd64 1.3.13-7 <none>
2023-04-12 07:53:52 status unpacked libgraphite2-3:amd64 1.3.13-7
2023-04-12 07:53:52 status half-configured libgraphite2-3:amd64 1.3.13-7
2023-04-12 07:53:52 status installed libgraphite2-3:amd64 1.3.13-7
2023-04-12 07:53:52 configure liblcms2-2:amd64 2.9-3 <none>
2023-04-12 07:53:52 status unpacked liblcms2-2:amd64 2.9-3
2023-04-12 07:53:52 status half-configured liblcms2-2:amd64 2.9-3
2023-04-12 07:53:52 status installed liblcms2-2:amd64 2.9-3
2023-04-12 07:53:52 configure libpixman-1-0:amd64 0.36.0-1+deb10u1 <none>
2023-04-12 07:53:52 status unpacked libpixman-1-0:amd64 0.36.0-1+deb10u1
2023-04-12 07:53:52 status half-configured libpixman-1-0:amd64 0.36.0-1+deb10u1
2023-04-12 07:53:52 status installed libpixman-1-0:amd64 0.36.0-1+deb10u1
2023-04-12 07:53:52 configure mysql-common:all 5.8+1.0.5 <none>
2023-04-12 07:53:52 status unpacked mysql-common:all 5.8+1.0.5
2023-04-12 07:53:52 status half-configured mysql-common:all 5.8+1.0.5
2023-04-12 07:53:52 status installed mysql-common:all 5.8+1.0.5
2023-04-12 07:53:52 configure libxau6:amd64 1:1.0.8-1+b2 <none>
2023-04-12 07:53:52 status unpacked libxau6:amd64 1:1.0.8-1+b2
2023-04-12 07:53:52 status half-configured libxau6:amd64 1:1.0.8-1+b2
2023-04-12 07:53:52 status installed libxau6:amd64 1:1.0.8-1+b2
2023-04-12 07:53:52 configure imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:53:52 status unpacked imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:52 status half-configured imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:52 status installed imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:52 configure libxdmcp6:amd64 1:1.1.2-3 <none>
2023-04-12 07:53:52 status unpacked libxdmcp6:amd64 1:1.1.2-3
2023-04-12 07:53:52 status half-configured libxdmcp6:amd64 1:1.1.2-3
2023-04-12 07:53:52 status installed libxdmcp6:amd64 1:1.1.2-3
2023-04-12 07:53:52 configure libxcb1:amd64 1.13.1-2 <none>
2023-04-12 07:53:52 status unpacked libxcb1:amd64 1.13.1-2
2023-04-12 07:53:52 status half-configured libxcb1:amd64 1.13.1-2
2023-04-12 07:53:52 status installed libxcb1:amd64 1.13.1-2
2023-04-12 07:53:52 configure libgnutls-openssl27:amd64 3.6.7-4+deb10u10 <none>
2023-04-12 07:53:52 status unpacked libgnutls-openssl27:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:52 status half-configured libgnutls-openssl27:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:52 status installed libgnutls-openssl27:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:52 configure libpixman-1-dev:amd64 0.36.0-1+deb10u1 <none>
